,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
4969,Beret,Te echo de menos,3gPOFPYLgpvQz0ZMwmv7NE,76,0.206,0.658,194986,0.714,0.0,0,0.114,-5.086,1,0.175,159.9,4,0.362
4970,DeathbyRomy,No More,2xWZJgUOVOPnRn8qMTUxB9,54,0.0139,0.689,153000,0.753,8.62e-06,2,0.207,-5.602,1,0.0925,160.024,4,0.412
4971,Yung Gravy,Clock,3IWa3iXJagThgRnNAPItHw,51,0.0768,0.792,189529,0.885,0.0,0,0.308,-3.979,1,0.243,141.987,4,0.769
4972,MAGIC!,More Of You,5mdBAkjyr5AuFFbRXQ1M2X,60,0.738,0.489,234080,0.357,0.0,0,0.105,-6.033,1,0.0263,81.937,4,0.236
4973,Monma,Ooohwee,204GeoZOIhGrLRjTu3az46,53,0.595,0.831,91750,0.266,0.852,2,0.0914,-9.256,0,0.21,89.027,4,0.686
4974,Barrie,Michigan,3UBkhPyI6UfmH86bxxPLcb,52,0.532,0.681,215000,0.657,0.831,9,0.202,-7.696,0,0.0232,95.976,4,0.552
4975,Bayzn,Language$,3cJwJ8dbHGimccpbqiTFcv,49,0.00152,0.798,102402,0.792,2.31e-05,8,0.0746,-6.807,0,0.107,149.976,4,0.671
4976,Jungle,Smile,2Y6yBb2KctOmsxRSS8ZaKY,60,0.244,0.649,187148,0.863,0.802,8,0.103,-8.202,1,0.088,110.027,4,0.582
4977,DNCE,Still Good,3snCUIDipfcnwhyIfeDe8f,57,0.109,0.702,201427,0.661,0.0,2,0.0956,-5.534,1,0.188,156.013,4,0.648
4978,Elliot Ziegler,Sleepless,7vvErBWSD1IW6fb7SZKbwa,57,0.995,0.493,155042,0.0637,0.922,7,0.102,-21.522,1,0.0757,77.899,4,0.0694
4979,Cole Swindell,Somebody's Been Drinkin',1dLFC9VDICrF3rLUUYmrHF,50,0.0188,0.483,225011,0.788,9.39e-06,0,0.104,-5.465,1,0.06,136.02,4,0.285
4980,Wojjy,Presentablep,3z4K0L7t46jUpbvT5kztaI,49,0.0134,0.795,144405,0.804,0.923,1,0.136,-8.236,0,0.0802,123.002,4,0.723
4981,03 Greedo,Beat That Thang Down (feat. PNB Rock),0hihLCB6tescIIqSjujfa1,49,0.489,0.693,231654,0.546,0.0,11,0.135,-10.93,0,0.178,97.003,4,0.493
4982,All That Remains,I Meant What I Said,0s2d2ITTu6jSm0gjUigXHH,40,0.000237,0.268,271440,0.964,0.000515,11,0.223,-5.261,0,0.451,199.662,4,0.0589
4983,Bertholet,Douro,1eE1K2GQKiM4qQm7SUlIMv,49,0.436,0.574,73085,0.174,0.907,1,0.102,-18.787,1,0.0728,157.877,4,0.44
4984,Santigold,Run the Road,6K2QpUqvNLchsEqRy1iOTW,57,0.25,0.657,262644,0.785,0.000203,8,0.368,-5.001,0,0.106,183.974,4,0.604
4985,mago,22 Mai,1ZAVnLOOeSD4DnAhanMSoL,56,0.127,0.809,118699,0.269,0.0275,7,0.0768,-8.788,0,0.0648,133.079,4,0.158
4986,Godsmack,Every Part Of Me,3AqRgkDhWXDcAJ9BMCtrLy,50,0.00228,0.307,200448,0.956,1.8e-06,10,0.0667,-3.526,0,0.326,178.329,4,0.532
4987,RL Grime,Feel Free,2GZRWUJStKnmg7ApolaicZ,52,0.112,0.577,252308,0.791,0.0896,11,0.111,-5.479,0,0.19,156.09,4,0.059
4988,Bullet For My Valentine,Radioactive,2okeBtFNVJ4n33NEV1RxBm,59,0.0331,0.527,193080,0.695,3.78e-05,9,0.31,-4.99,1,0.0346,142.922,4,0.271
4989,The Him,Broken Love (feat. Parson James),4CCLVW7kCXSA8nLbl1lYYs,56,0.376,0.522,208352,0.558,0.0,6,0.162,-5.497,1,0.126,182.021,4,0.403
4990,lofi.samurai,normal,537pYUInS4EGnjcXam3hih,50,0.293,0.669,95788,0.504,0.198,0,0.562,-12.462,0,0.171,145.413,4,0.338
4991,Belly,Who Hurt You,5LEGgK84dYjrrX4ChqmQ0h,54,0.239,0.411,162693,0.587,6.7e-06,8,0.0821,-7.433,1,0.37,178.032,4,0.0763
4992,RIOPY,New York,1DJFBjtxPwiTlHFpBnp7kp,57,0.96,0.21,210760,0.21,0.885,4,0.11,-17.916,1,0.0508,165.257,4,0.0395
4993,Jukebox The Ghost,Everybody's Lonely,43vzBZY7thRmxIgJqKm7XI,50,0.133,0.493,185693,0.746,0.0,0,0.36,-4.27,1,0.0586,184.144,4,0.485
4994,Shoreline Mafia,Straight Drop,4tY9oFBfqorwjQOma1Leuc,50,0.0895,0.75,205714,0.425,0.0,2,0.113,-9.083,1,0.367,140.089,4,0.203
4995,Brothers Osborne,A Little Bit Trouble,5b7F5Dz5LjxMGvU3n2vqc5,51,0.113,0.671,244733,0.54,0.0783,2,0.128,-9.488,1,0.0302,83.994,4,0.788
4996,Ben Howard,Nica Libres At Dusk,5eSH7Aubn6Ol80ynF4MV2L,61,0.76,0.453,394320,0.426,0.392,9,0.0976,-12.793,1,0.031,148.063,4,0.356
4997,Tyron Hapi,I Like The Way,67BEhVyQPe661gMYUyEhLw,51,0.0264,0.676,171000,0.775,0.0,0,0.123,-6.369,0,0.168,104.913,4,0.402
4998,P-Lo,nirvana,0qgDLbVDqWaD95BFMcOBut,51,0.0627,0.873,196245,0.494,1.93e-06,7,0.287,-8.841,1,0.0483,93.032,4,0.452
4999,Amber Mark,High On Your Love,4DyxpCYqN8EycTiP8DqCTe,52,0.00434,0.64,214730,0.488,0.822,11,0.158,-9.773,1,0.0373,180.007,4,0.469
5000,Piotr Miteska,Pour l'amour de toi,4IaQbK6vmi0mqXrv17eoav,60,0.993,0.365,108506,0.0341,0.923,2,0.0867,-25.934,1,0.0408,63.501,4,0.104
5001,Tee Grizzley,Connect,10xZagq2KzFuoGXIv5ULcP,51,0.052,0.785,157263,0.616,0.0,1,0.087,-7.296,1,0.0724,148.038,4,0.291
5002,Armin van Buuren,"A State Of Trance (ASOT 889) - Interview with Solarstone, Pt. 1",2yL4wlxeSiMw4XAJ0VFEO7,34,0.0299,0.595,36680,0.644,0.0,9,0.704,-10.643,1,0.284,69.997,4,0.897
5003,one sonic society,Love Song,3DY5GOnDQXNKP0fNXcnW2U,52,0.811,0.487,214693,0.568,0.000107,11,0.135,-8.444,0,0.0395,187.774,4,0.291
5004,Danny Elfman,The Big Opening,3i7iylWWn2dy3R1kEuNhzO,21,0.904,0.375,166853,0.265,0.77,1,0.143,-15.39,1,0.0293,79.159,4,0.284
5005,Goodbye June,Secrets In The Sunset,2sHPKFtVy4Etpumo9Z9psd,55,0.115,0.568,238148,0.916,0.000464,6,0.0779,-5.327,1,0.0943,129.981,4,0.52
5006,Armin van Buuren,"A State Of Trance (ASOT 889) - Interview with Solarstone, Pt. 5",2701tttWBrUlNIiuQzZZF4,33,0.383,0.611,43540,0.578,0.0,6,0.353,-10.804,0,0.328,77.159,4,0.882
5007,Danny Elfman,Going to Town,5fUvCVF5VzLHX50qqZN18T,18,0.962,0.301,96440,0.13,0.643,11,0.163,-18.358,1,0.0378,102.108,4,0.123
5008,Philanthrope,Mola,6LYZJO63vymjB7oAdefzC2,56,0.856,0.799,152072,0.219,0.902,6,0.0929,-10.14,0,0.0387,78.008,4,0.593
5009,Porches,Goodbye,0Cf8Juik1Rp1J7iFqxTUGK,52,0.29,0.452,166795,0.527,0.00214,2,0.102,-8.478,1,0.0375,115.052,5,0.363
5010,Madeline Kenney,Perfect Shapes,5Gcwao0M9mKVdDH2X1pqnv,51,0.147,0.601,275315,0.708,0.284,6,0.426,-8.072,1,0.0398,147.983,4,0.805
5011,Janelle Monáe,Don't Judge Me,6UQDIIEPzeduwXlZE86SOF,53,0.492,0.679,360476,0.344,0.00385,7,0.379,-12.734,1,0.0411,87.034,4,0.186
5012,Wanna One,BOOMERANG,0fAFOeAxAL5K8rZlLUMXQH,61,0.0292,0.73,183475,0.913,0.0,1,0.104,-2.749,1,0.0781,99.974,4,0.737
5013,Phoebe Bridgers,Killer + The Sound,1xuA8vy1KA1cfP5UQ7NYSS,56,0.982,0.397,475187,0.0998,0.00476,0,0.1,-15.431,1,0.0371,127.362,4,0.105
5014,Off Bloom,Love Actually,1rkwEvRdpZirixNHJ8x61R,55,0.33,0.654,204375,0.612,0.0,6,0.299,-6.475,0,0.328,175.927,4,0.468
5015,Tory Lanez,"Connection (feat. Fabolous, Davo & Paloma Ford)",3B1MRmyJCim6yVuVkFpBq3,54,0.054,0.696,236760,0.637,0.0,7,0.196,-4.895,1,0.106,150.017,4,0.216
5016,Tommy Flanagan,Naima,0D5PNTs1HSYe2nHlHulJQw,56,0.797,0.437,302240,0.0375,0.692,10,0.114,-28.282,0,0.0403,117.153,4,0.126
5017,DRWN.,Curls,3HdhYDYBnf1m8JPbjaXPyU,50,0.816,0.715,128675,0.277,0.00488,10,0.212,-7.986,0,0.279,83.979,4,0.544
5018,Riley Clemmons,Broken Prayers,3XnVvIXmfTBpxw4owOYJA8,52,0.00233,0.63,193880,0.608,0.0,7,0.0807,-6.837,1,0.046,86.998,4,0.203
5019,towser,study beat,5zpwdazMuXkP0bgzH18KY2,50,0.403,0.801,123664,0.429,0.849,6,0.113,-13.944,1,0.082,139.888,4,0.492
5020,Andrew Bayer,Open End Resource (ASOT 888) - In My Next Life Mix,1GNBCdOsa3sCHdHhWoou9a,43,0.0186,0.424,293538,0.443,0.000234,11,0.518,-12.105,0,0.0487,130.022,4,0.19
5021,Phosphorescent,C'est La Vie No.2,4zjwG76tDbahmTUNF6lIeq,57,0.961,0.739,205824,0.396,0.32,0,0.0828,-10.514,1,0.0438,116.031,4,0.672
5022,Colter Wall,Wild Dogs,0Ld3o5VR3A5c8Je92xFG4e,52,0.527,0.495,292468,0.263,0.0252,9,0.114,-14.53,0,0.0418,111.311,4,0.319
5023,Andri Hart,Truth,2emZ6UoJdLehWsgJa2ybRi,58,0.911,0.631,133438,0.0615,0.567,2,0.113,-15.132,0,0.0766,73.235,4,0.18
5024,Sam Feldt,Heaven (Don't Have A Name) [feat. Jeremy Renner],2mRfXNIIxzNfj8X5syN6HM,63,0.194,0.384,176576,0.871,0.0,10,0.114,-3.926,0,0.0949,144.169,4,0.359
5025,Darlingside,Futures,71t9ZaeCkxa0tMVHVfAXFi,53,0.291,0.348,285347,0.479,0.151,0,0.0988,-10.075,1,0.029,97.871,4,0.173
5026,SYML,WDWGILY,6ozo49dIE3vj9ch2YrQDUV,58,0.72,0.629,217844,0.422,0.000885,9,0.0989,-8.246,0,0.0395,73.993,4,0.187
5027,Brothers Osborne,Slow Your Roll,1ydaLb8FwQnphaD8Ulu1lK,51,0.165,0.727,179000,0.477,0.156,7,0.114,-7.667,1,0.055,90.964,4,0.621
5028,Toonorth,Yesterday,0oU6pnb1JlAvoBuqsXzXyA,54,0.231,0.602,99097,0.474,0.905,0,0.222,-10.132,1,0.0298,154.786,4,0.587
5029,Boogie,Deja Vu,4FVF6TcmiuysKHL9dI8aki,52,0.148,0.797,105547,0.343,0.00048,9,0.0841,-9.327,0,0.267,147.945,4,0.486
5030,Trog'low,Sunflower Dance,06bGEmVqy2qwKINAuTWg7H,55,0.0644,0.822,146526,0.573,0.0359,5,0.16,-9.329,0,0.0504,95.023,4,0.625
5031,Knowmadic,Perpetual,0Xl0v1H448UNu6TFB6Ejhu,56,0.426,0.684,113603,0.572,0.0141,11,0.215,-12.096,0,0.154,135.977,4,0.559
5032,Jinsang,Ipa,2p37zIwCQrR2i49eOSJeeo,28,0.712,0.843,131348,0.37,0.769,0,0.117,-9.497,1,0.158,88.99,3,0.775
5033,Ellie Goulding,Vincent,6OkfJkVO5anGzXuSFzMBD7,65,0.925,0.505,223560,0.217,5.69e-06,11,0.168,-10.517,1,0.0391,101.899,4,0.398
5034,Five Finger Death Punch,Gone Away,4KbmGXZ6gxLGs9878Pq2Rx,50,0.000419,0.501,275213,0.779,5.15e-05,10,0.139,-6.483,1,0.0421,106.024,4,0.231
5035,La Maquinaria Norteña,Amo,6vGyn2afGSo5GAsT0pjk98,50,0.256,0.698,168507,0.836,0.0,7,0.0867,-4.05,1,0.0377,120.399,4,0.856
5036,Wham!,Last Christmas,77nF1t4qesuOJRd8lbIzNX,60,0.215,0.735,262760,0.681,9.96e-06,2,0.411,-6.195,1,0.0282,107.671,4,0.948
5037,Jinsang,Early,7p8h57aKHjq0pwQTSFgR8t,28,0.866,0.77,107108,0.422,0.935,8,0.108,-12.307,1,0.0357,92.996,4,0.374
5038,Jinsang,Plead,1evrdmDAy0w6vh8qMeQ78J,28,0.786,0.594,79702,0.416,0.648,0,0.502,-9.278,0,0.0353,151.945,4,0.476
5039,City Morgue,Caligula,1hflocGENeOhHRN2jsFTyS,53,0.000779,0.614,143987,0.738,0.0,9,0.338,-7.264,1,0.0469,134.919,4,0.171
5040,Flatbush Zombies,Reel Girls (feat. Bun B),2HEACm14WJGvQZpQ2TKoqK,53,0.0407,0.807,267374,0.523,0.0,10,0.606,-6.651,0,0.298,154.823,4,0.203
5041,Sofasound,Under The Stars,2W9Qoi8PoVZt615EwN9nrU,54,0.155,0.707,200252,0.303,0.721,7,0.124,-13.417,0,0.133,139.03,4,0.226
5042,Jinsang,Comfort Zone,3Yq8CNmP9CA0QtXWqCo0yK,28,0.551,0.805,126669,0.473,0.895,0,0.116,-12.225,0,0.265,102.998,4,0.422
5043,Shiba San,All I Need,56I4OIGTDhBmX8ZSJJDf1k,59,0.00653,0.754,184820,0.838,0.0325,0,0.245,-6.09,1,0.044,124.987,4,0.316
5044,You Me At Six,I O U,087KitOxCrzdk9PT4sxZ6e,56,0.0552,0.526,211187,0.817,7.25e-05,4,0.123,-7.589,0,0.0851,90.727,4,0.558
5045,Jinsang,Never Know,1y6te3UVUvLz5aVAqT9H27,28,0.909,0.78,241589,0.248,0.661,2,0.104,-12.335,1,0.116,92.018,4,0.461
5046,Barry White,"Never, Never Gonna Give Ya Up - Long Version",00FRRwuaJP9KimukvLQCOz,59,0.113,0.583,280280,0.798,0.0,2,0.0513,-9.716,0,0.0612,85.323,4,0.96
5047,Jinsang,Nothing to Me,1zCGSuqzlRKozBOjG1gY6R,28,0.707,0.748,96642,0.424,0.935,7,0.101,-13.33,1,0.0803,81.002,4,0.883
5048,Jinsang,Uplift,3JGfLkGqWurVdlzjqKQZ9J,28,0.804,0.555,104976,0.358,0.828,4,0.131,-15.757,1,0.184,75.984,4,0.494
5049,Death Cab for Cutie,Near/Far,0mFkb9lXyTIrhy5nPAyrs5,52,0.0558,0.578,221787,0.951,0.171,6,0.142,-6.105,1,0.0343,137.983,4,0.867
5050,Guru Griff,Two Sides,5mqYctAJjWHMWTknWwe1OL,52,0.413,0.921,102857,0.683,0.486,0,0.0785,-6.444,1,0.039,140.015,4,0.953
5051,Danny Byrd,Salute,5n8XUb8wVgMZYLxKWOCsL6,56,0.00112,0.517,249341,0.981,0.0456,7,0.0947,-3.542,1,0.0761,174.074,4,0.386
5052,Jaydayoungan,Same Shit,7Lqnm7HE17BROQBdb0kkBF,49,0.0879,0.725,176080,0.716,0.0,11,0.36,-6.856,0,0.346,78.02,4,0.365
5053,Jacquees,Special feat. Jagged Edge,7xNHhAxutLNhQ2RvR7Y4Co,52,0.327,0.736,195533,0.541,0.0,5,0.146,-7.72,1,0.0812,129.902,4,0.668
5054,GOT7,I Am Me,1HaaaJCvvIEukZgx2z1Mrp,58,0.0519,0.697,211657,0.721,3.01e-06,1,0.172,-4.911,0,0.0462,135.02,4,0.332
5055,Jinsang,Boo,3i9zJWyRhgcWGHCs6Da5fG,28,0.908,0.722,113701,0.447,0.938,11,0.107,-10.343,0,0.11,194.093,4,0.704
5056,San Holo,worthy,4jEtx4OioiSGENy3z7rYmy,52,0.386,0.441,299143,0.525,0.000609,4,0.185,-6.946,1,0.0392,104.575,4,0.232
5057,Shawn Mendes,Youth (feat. Khalid) - Acoustic,732iQF09gPlc32IlBGoXvv,58,0.838,0.509,189947,0.484,0.0,6,0.131,-7.488,0,0.0712,100.593,4,0.451
5058,Matt Ox,Trident,0yhfEduq1iX26v9ZiXQCGs,51,0.0482,0.757,147744,0.552,0.0,7,0.128,-4.429,0,0.0602,129.97,4,0.138
5059,Lil Xan,The Man,1WRS3Ir5MlLASf7mQKO0xV,56,0.000349,0.782,178333,0.668,0.0874,1,0.111,-3.236,1,0.0707,139.978,4,0.485
5060,On Froy,Angel,27bj5mVjlztzZneQqZN1zN,55,0.552,0.677,171626,0.328,6.49e-05,1,0.1,-12.314,1,0.409,110.461,4,0.428
5061,Lil Xan,Wake Up,4I6Q8Hmnibt5RslLTaIuUC,57,0.21,0.729,131400,0.592,0.00955,10,0.331,-4.772,0,0.182,153.051,4,0.539
5062,Peter Bjorn and John,Gut Feeling,3cAeMlAUiqsdqNuauVk0Xy,56,0.115,0.609,182538,0.804,2.34e-06,7,0.503,-4.137,1,0.042,131.986,4,0.633
5063,Jinsang,Remember,4LoZlsvDH3JoZBguK3ZgOI,27,0.901,0.68,94957,0.313,0.914,5,0.102,-9.541,0,0.288,85.958,4,0.832
5064,Chief Keef,Action Figures,6UHBtJfidxmEb9BZibXrLc,51,0.0363,0.688,206400,0.703,0.00147,1,0.291,-5.613,0,0.173,150.137,4,0.338
5065,Ty Segall,My Lady's On Fire,2hSd5IqIBoR5Ck5EDVL4kZ,52,0.192,0.329,232387,0.498,0.000399,3,0.102,-8.945,1,0.0378,166.488,4,0.33
5066,Atmosphere,Virgo,4MFXrdjxsheKmeEhO5erpF,51,0.733,0.727,272800,0.464,2.33e-06,8,0.102,-9.634,1,0.0602,85.997,4,0.222
5067,Down RTY,Shot,3wmFl9RDITnjfOjVlpSgPR,49,0.000281,0.941,144405,0.506,0.81,0,0.159,-7.687,1,0.106,123.036,4,0.845
5068,Queen Key,My Way,0ChBY4SDZOrsfRCRiXAVXz,51,0.0761,0.846,144660,0.809,0.0,11,0.082,-3.076,0,0.336,140.011,4,0.512
5069,.anxious.,Lost in a Sea of Pillows and Blankets,0DqAh9xAcKRmufrnXMkknI,50,0.923,0.481,204706,0.193,0.904,8,0.0857,-16.983,0,0.0514,68.1,4,0.204
5070,J Balvin,Dónde Estarás,1ZxJkG775oka5RsH3Yuwv3,58,0.0635,0.832,191547,0.76,0.0124,1,0.0776,-7.588,1,0.113,89.998,4,0.809
5071,Dominic Fike,She Wants My Money,2VMJkgrhqfOOYBlZif2nvX,53,0.771,0.704,133560,0.478,0.000516,9,0.0875,-6.562,1,0.047,128.789,4,0.42
5072,Two Sleepy,we used to,2SCetgrHxLQXXa1XWlkAWZ,55,0.467,0.565,112500,0.221,0.795,8,0.138,-16.045,0,0.0806,83.578,4,0.0779
5073,Neelix,You (ASOT 889),0NHoWLUXp2egyKidFoYMVY,33,0.0336,0.724,64360,0.554,0.295,10,0.363,-13.692,1,0.0443,138.024,3,0.463
5074,David Guetta,She Knows How To Love Me (feat. Jess Glynne & Stefflon Don),6cFbC4iK69ZM9em1EolL12,52,0.112,0.629,181733,0.676,0.0,11,0.396,-5.413,0,0.156,171.801,4,0.441
5075,AlunaGeorge,Superior Emotion,5RIe5M5m6p0gNMNYju8edX,56,0.444,0.678,206028,0.604,0.000994,1,0.137,-6.854,1,0.0461,144.017,4,0.404
5076,Armin van Buuren,"A State Of Trance (ASOT 889) - Shout Outs, Pt. 2",73iOTJnVdJgnWq2zJfchMm,32,0.0112,0.414,38630,0.783,0.0,11,0.605,-10.869,0,0.223,70.722,4,0.635
5077,Tabi Bonney,Straight Shooter,74pGQt9O298TWz7aInnPjr,54,0.15,0.726,253675,0.69,0.189,5,0.107,-5.971,0,0.0516,96.014,4,0.516
5078,Mahalia,No Reply,3yQuFakjbjEF6nanm7anyN,57,0.546,0.704,193813,0.564,5.13e-06,7,0.0962,-6.292,0,0.0699,123.072,3,0.586
5079,Danny Elfman,Northward Bound,6PSZSJQoQKvMHl2RLvqm9L,16,0.921,0.414,89907,0.0501,0.715,10,0.129,-22.543,1,0.0309,101.765,4,0.156
5080,Belly,What You Want,2IYe9rxH98uKdiyXXqrDrr,54,0.111,0.513,192680,0.842,0.0,2,0.0955,-3.917,1,0.47,163.954,4,0.3
5081,Imfinenow,I Loved You but I Will Never Know,2g3BIC46FGQm3xeZHNs5tc,52,0.819,0.787,102243,0.185,0.958,5,0.0997,-15.91,1,0.0408,109.992,4,0.0838
5082,GurtyBeats,Long Way Back,3ZkLNpIhQdcGjgnOmTBuQk,54,0.396,0.715,109091,0.321,0.587,11,0.0802,-11.626,0,0.04,88.006,4,0.417
5083,Rico Nasty,Countin' Up,6UFG7GbMAeeMijEyrp6f1D,49,0.0207,0.891,150000,0.851,0.0,1,0.0224,-4.804,1,0.203,95.987,4,0.757
5084,Tony Bones The Producer,Classic,1oSACtYTXU47tpiYnPAgt5,53,0.00065,0.712,157500,0.572,0.845,6,0.113,-9.343,1,0.0813,92.218,4,0.966
5085,Lupe Fiasco,Sun God Sam & The California Drug Deals (feat. Nikki Jean),2maaXK8vK3gzOxsChNKiW6,50,0.552,0.606,284238,0.851,0.0,1,0.102,-4.113,1,0.173,111.922,4,0.269
5086,Roger Kellaway,Sweetness,3MU1qPFFyJQy1RbmpLH0mb,54,0.917,0.337,419853,0.162,0.576,8,0.152,-18.071,1,0.0345,82.256,3,0.0887
5087,SJUR,Rich & Famous (with Isac Elliot),5zjesnnX1y2PkYKNZl5Jl0,65,0.026,0.704,163220,0.881,7.84e-06,9,0.113,-5.502,1,0.0381,118.025,4,0.822
5088,Why Don't We,8 Letters - R3HAB Remix,6dX62wjTHi9F1srVTjV89X,55,0.24,0.638,132233,0.708,0.0,1,0.311,-5.001,0,0.0421,103.16,4,0.582
5089,Just Kiddin,Indiana,79zjU6YFpnCTf2WeHuPaBC,64,0.0408,0.643,196969,0.819,1.96e-05,5,0.263,-4.968,0,0.0368,119.976,4,0.504
5090,MOSES,Cause You Got Me,25TuL0KAk45qspshkQNWJA,57,0.000595,0.494,232526,0.805,7.12e-05,1,0.0636,-6.437,1,0.0293,96.996,4,0.571
5091,Vicente Fernández,Háblame,3PXsRqQzJAg0hEnF6i9D3M,54,0.873,0.345,201693,0.238,0.0378,10,0.167,-11.592,0,0.0358,176.691,4,0.221
5092,Kaskade,Fun - King Arthur Remix,5DrDPiUzB87Sl8VaJnAkAV,54,0.00306,0.859,173659,0.883,0.284,9,0.0811,-4.502,1,0.0689,123.018,4,0.245
5093,The Beatles,The Continuing Story Of Bungalow Bill - 2018 Mix,7KXaC0HCD4VoIZOzWfdirZ,55,0.295,0.659,194187,0.56,0.0,0,0.683,-9.561,1,0.0648,114.796,4,0.738
5094,Snow Tha Product,Today I Decided,1GiPuvT1p6e6oCS9VlUNSx,50,0.301,0.924,129635,0.712,0.0,3,0.083,-3.866,1,0.236,137.02,4,0.478
5095,Blac Youngsta,Hip Hopper (feat. Lil Yachty),2MK1TAxqglVFFvqZ2tGdJG,48,0.00164,0.939,194727,0.518,0.0,6,0.108,-8.141,0,0.434,129.096,4,0.514
5096,Stray Kids,Mirror,4otsT8P4xoyM8qiJg0mwia,56,0.0195,0.669,220949,0.826,0.0,4,0.232,-3.21,0,0.212,92.962,4,0.469
5097,Kayzo,WASTED SPACE,2jdGOeIjQNuPXx8rml1FkX,51,0.000109,0.486,222912,0.87,1.89e-06,7,0.127,-3.486,1,0.0482,169.947,4,0.248
5098,Mike Posner,Song About You (Digital Farm Animals & Franklin Remix) - Digital Farm Animals & Franklin Remix,0gIsTB8MXEaIFR9UOksece,54,0.153,0.862,206480,0.836,0.0349,7,0.128,-3.807,1,0.0387,118.005,4,0.606
5099,Elephante,The In Between (Codeko Remix),7r1dSUlPg7tPOmnbzND6BH,19,0.0548,0.522,198608,0.656,0.0,0,0.0794,-4.469,1,0.0414,160.097,4,0.328
5100,Black Veil Brides,The Last One,6bWn9qyWbEKLDtz9vKxz14,51,0.00924,0.557,281707,0.897,0.000233,6,0.172,-4.031,0,0.0838,129.904,4,0.357
5101,Taska Black,We Would Never Do,0SE3k6MAyFyurkQkHFsarD,53,0.00216,0.247,221250,0.565,0.0016,9,0.123,-5.363,0,0.0333,80.054,4,0.114
5102,CID,Money,2V73TUbn12fdxAWYPIo0be,55,0.0218,0.772,157920,0.936,0.0119,1,0.304,-4.99,1,0.0563,124.973,4,0.642
5103,Armin van Buuren,Blah Blah Blah,2xkrujtSjZz7EKAYGbIIzH,67,0.00897,0.612,183519,0.963,0.00378,5,0.294,-3.912,0,0.0531,138.009,4,0.179
5104,Andy Mineo,You Can't Stop Me feat. Messiah - Remix,4F6cqZqKVaTDqsC0gIwAM5,50,0.0645,0.699,179723,0.811,5.24e-06,5,0.264,-7.614,0,0.228,146.076,4,0.834
5105,Boyce Avenue,Girls Like You,00fQJbbDqqd5WiztVUF16a,40,0.697,0.678,219241,0.443,0.0,10,0.111,-7.5,1,0.0494,124.798,4,0.288
5106,TobyMac,See The Light,2Fu0gTnxT2qTPu2zevJNHW,50,0.0559,0.364,231973,0.776,0.0,0,0.188,-4.951,1,0.0495,74.831,4,0.311
5107,Elephante,Troubled (Haides Remix),0gfvf8xdO6fyZ7FSbwXRiT,18,0.00621,0.611,222483,0.849,0.000343,11,0.276,-6.585,1,0.0367,109.949,4,0.134
5108,Elephante,Red Smoke (YOOKiE Remix),3sj81b1jHQrwmLH6iJQ3tM,18,0.0525,0.585,178287,0.865,0.925,9,0.111,-3.976,1,0.194,149.98,4,0.307
5109,Christine and the Queens,5 dollars,5KO53tfiVN6daF4w6twc63,61,0.424,0.726,208293,0.654,0.0,2,0.0668,-6.201,1,0.0423,129.013,4,0.624
5110,Dimitri Vangelis & Wyman,Phantom,7MbdylgDKzzRDQ63veDWXU,59,0.13,0.629,242950,0.898,0.00944,5,0.226,-3.425,0,0.0524,127.996,4,0.478
5111,Charles Bradley,I Feel a Change,61lMfe2aGI4EjrlVK03ZoI,55,0.389,0.485,266120,0.531,6.31e-05,5,0.0925,-5.213,0,0.0364,80.489,3,0.319
5112,Elephante,Otherside (Party Thieves Remix),76yhJFWSDYISdom4ktXaTS,18,0.0286,0.566,204278,0.803,0.00136,1,0.301,-6.531,0,0.0464,135.905,4,0.554
5113,Elephante,Have It All (Anden Remix),7eSG5MIQfJoQvMbZJUsVcx,18,0.114,0.623,277377,0.852,0.32,5,0.146,-9.699,0,0.0468,121.999,4,0.298
5114,NateWantsToBattle,Odd Future,14OKCneKA8PF9bhbIOEkY9,34,0.0378,0.65,90000,0.808,0.0,5,0.609,-6.949,0,0.0763,127.806,4,0.794
5115,Devvon Terrell,Motions,3NC2ENOezU0wycx46Eco3U,47,0.0152,0.752,153994,0.465,0.0,6,0.133,-5.899,0,0.0442,110.113,4,0.591
5116,Third Party,Free,4pyFroZv0buKfj0mt5wmkR,55,0.0238,0.481,228972,0.922,0.00185,3,0.0971,-4.17,1,0.064,127.931,4,0.246
5117,Sleeping At Last,Atlas: Four,5trLena0aJdkWGIKDYxaDw,51,0.969,0.34,294179,0.115,1.69e-05,5,0.119,-13.264,1,0.0351,131.239,4,0.13
5118,Monsta X,Heart Attack,79dn0kx922Ct9ChaLE2wuk,56,0.175,0.775,199588,0.914,0.0,4,0.625,-2.335,1,0.214,112.027,4,0.727
5119,TobyMac,Overflow,2hT318IQdYXkmJRBJWAjkh,50,0.0449,0.774,196347,0.922,0.0,0,0.13,-4.342,1,0.0418,95.014,4,0.733
5120,Walker McGuire,I'm On It,3UeehHbTutrBlGF5zo0hUv,49,0.279,0.46,171173,0.793,0.0,1,0.147,-4.388,1,0.0392,160.871,4,0.438
5121,Elephante,The In Between (ZAXX Remix),5ohf2NNOgsM0bxkooQSQvS,17,0.0359,0.555,210620,0.697,0.0,4,0.0743,-4.53,0,0.0444,128.054,4,0.0707
