,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
0,Travis Scott,SICKO MODE,2xLMifQCjDGFmkHkpNLD9h,96,0.00513,0.834,312820,0.73,0.0,8,0.124,-3.714,1,0.222,155.008,4,0.446
1,Ariana Grande,"thank u, next",2rPE9A1vEgShuZxxzR2tZH,98,0.28,0.724,207333,0.647,0.0,1,0.102,-5.642,1,0.0658,106.96,4,0.435
2,Sheck Wes,Mo Bamba,1xzBco0xcoJEDXktl7Jxrr,93,0.194,0.729,183907,0.625,0.00986,4,0.248,-5.266,1,0.0315,146.034,4,0.261
3,Kodak Black,ZEZE (feat. Travis Scott & Offset),7l3E7lcozEodtVsSTCkcaA,95,0.071,0.826,225199,0.615,0.0,8,0.0965,-7.979,0,0.219,98.056,4,0.543
4,Juice WRLD,Lucid Dreams,0s3nnoMeVWz3989MkNQiRf,94,0.349,0.511,239836,0.566,0.0,6,0.34,-7.23,0,0.2,83.903,4,0.218
5,Halsey,Without Me,5p7ujcrUXASCNwRaWNHR1C,95,0.297,0.752,201661,0.488,9.11e-06,6,0.0936,-7.05,1,0.0705,136.041,4,0.533
6,Marshmello,Happier,2dpaYNEQHiRxtZbfNsse99,98,0.191,0.687,214290,0.792,0.0,5,0.167,-2.749,1,0.0452,100.015,4,0.671
7,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,1A6OTy97kk0mMdm78rHsm8,95,0.551,0.753,158053,0.498,0.0,2,0.0706,-5.61,1,0.0504,89.95,4,0.927
8,XXXTENTACION,SAD!,3ee8Jmje8o58CHK66QrVC2,94,0.258,0.74,166606,0.613,0.00372,8,0.123,-4.88,1,0.145,75.023,4,0.473
9,Bad Bunny,MIA (feat. Drake),116H0KvKr2Zl4RPuVBruDO,98,0.0141,0.817,210368,0.539,0.000496,6,0.099,-6.349,0,0.0621,97.062,4,0.158
10,Lil Baby,Drip Too Hard,1BxkZE73h9BN3qwuA15TA3,90,0.0945,0.9,145603,0.653,0.0,1,0.528,-6.962,0,0.289,112.503,4,0.399
11,XXXTENTACION,Moonlight,0JP9xo3adEtGSdUEISiszL,93,0.556,0.921,135090,0.537,0.00404,9,0.102,-5.723,0,0.0804,128.009,4,0.711
12,DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",4w8niZpiMy6qz1mntFA5uM,100,0.153,0.841,212500,0.798,3.33e-06,1,0.0618,-4.206,0,0.229,95.948,4,0.591
13,Drake,Nonstop,0TlLq3lA83rQOYtrqBqSct,91,0.0164,0.912,238614,0.412,0.013,7,0.104,-8.074,1,0.124,154.983,4,0.422
14,Lil Peep,Falling Down - Bonus Track,0Dn40gxVCMo5TkgS8Ik18Q,94,0.0175,0.669,196400,0.574,0.00294,4,0.146,-6.442,0,0.0286,120.013,4,0.273
15,Gucci Mane,Wake Up in the Sky,0QIjsbm2fh1cJ45XO9eGqq,91,0.00381,0.8,204665,0.578,0.0,4,0.359,-5.144,0,0.0485,143.01,4,0.367
16,6ix9ine,FEFE (feat. Nicki Minaj & Murda Beatz),2E124GmJRnBJuXbTb4cPUB,92,0.088,0.931,179405,0.387,0.0,1,0.136,-9.127,1,0.412,125.978,4,0.376
17,Post Malone,Better Now,7dt6x5M1jzdTEt8oCbisTK,93,0.354,0.68,231267,0.563,0.0,10,0.136,-5.843,1,0.0454,145.028,4,0.374
18,Kanye West,I Love It (& Lil Pump),4S8d14HvHb70ImctNgVzQQ,95,0.0114,0.901,127947,0.522,0.0,2,0.259,-8.304,1,0.33,104.053,4,0.329
19,Lil Baby,"Never Recover (Lil Baby & Gunna, Drake)",6wWaVoUOzLQJHd3bWAUpdZ,89,0.0716,0.757,194732,0.69,0.0,1,0.192,-5.327,0,0.282,132.064,4,0.914
20,Tyga,Taste (feat. Offset),5IaHrVsrferBYDm0bDyABy,92,0.0236,0.884,232959,0.559,0.0,0,0.101,-7.442,1,0.12,97.994,4,0.342
21,Billie Eilish,when the party's over,14JzyD6FlBD5z0wV5P07YI,93,0.979,0.498,199931,0.104,7.86e-05,1,0.0895,-14.08,0,0.0621,124.001,3,0.205
22,Lil Baby,Yes Indeed,6vN77lE9LK6HP2DewaN6HZ,88,0.035,0.964,142273,0.346,0.0,5,0.108,-9.309,0,0.53,119.958,4,0.562
23,Flipp Dinero,Leave Me Alone,14mHfNsSHN0FbLftyjrV9g,88,0.107,0.792,195637,0.743,0.0,7,0.183,-2.806,1,0.0851,150.024,4,0.742
24,benny blanco,Eastside (with Halsey & Khalid),0d2iYfpKoM0QCKvcLCkBao,95,0.555,0.56,173800,0.68,0.0,6,0.116,-7.648,0,0.321,89.391,4,0.319
25,Drake,In My Feelings,2G7V7zsVDxg1yRsu7Ew9RJ,94,0.0589,0.835,217925,0.626,6e-05,1,0.396,-5.833,1,0.125,91.03,4,0.35
26,XXXTENTACION,BAD!,4CH66Rxcjcj3VBHwmIBj4T,87,0.0617,0.772,94663,0.493,0.0328,5,0.154,-3.41,0,0.0729,143.97,4,0.385
27,Lil Wayne,Mona Lisa (feat. Kendrick Lamar),0dbTQYW3Ad1FTzIA9t90E8,88,0.371,0.855,324189,0.694,0.0,2,0.109,-4.393,1,0.169,122.078,4,0.49
28,Future,Fine China,5274I4mUMnYczyeXkGDWZN,88,0.0484,0.656,141587,0.542,0.0,7,0.126,-7.358,1,0.323,166.111,4,0.551
29,Lil Uzi Vert,New Patek,0Fpen1PTuEnCmOJtUU9Iud,87,0.0367,0.85,343099,0.785,0.0,8,0.155,-4.963,0,0.345,145.063,4,0.718
30,Eminem,Lucky You (feat. Joyner Lucas),60SdxE8apGAxMiRrpbmLY0,91,0.0627,0.876,244679,0.786,0.0,10,0.127,-4.884,0,0.306,153.068,4,0.575
31,Cardi B,I Like It,58q2HKrzhC3ozto2nDdN4z,92,0.099,0.816,253390,0.726,0.0,5,0.372,-3.998,0,0.129,136.048,4,0.65
32,Juice WRLD,All Girls Are The Same,0XySogm94T51XF5F2jumXm,87,0.0769,0.671,165820,0.529,0.000335,0,0.0856,-7.226,1,0.307,161.989,4,0.203
33,French Montana,No Stylist,04MLEeAMuV9IlHEsD8vF6A,90,0.0215,0.765,192172,0.704,0.0,5,0.227,-4.589,0,0.127,147.055,4,0.498
34,XXXTENTACION,changes,7AFASza1mXqntmGtbxXprO,90,0.883,0.669,121887,0.308,0.0,11,0.0984,-10.068,1,0.029,64.934,4,0.52
35,Juice WRLD,Lean Wit Me,29tc0GbW0pTSBZSCZF3NWk,87,0.0414,0.665,175755,0.651,0.0,1,0.0896,-5.515,1,0.156,163.935,4,0.237
36,YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",0ZNrc4kNeQYD9koZ3KvCsy,86,0.00552,0.745,237240,0.346,0.0,1,0.0881,-7.709,1,0.331,203.911,4,0.112
37,Post Malone,Psycho (feat. Ty Dolla $ign),3swc6WTsr7rl9DqQKQA55C,89,0.58,0.739,221440,0.559,0.0,8,0.112,-8.011,1,0.117,140.124,4,0.439
38,Aminé,REEL IT IN,5qHirGR7M9tdm6C17DlzSY,87,0.073,0.754,121347,0.342,0.0,10,0.193,-8.677,0,0.0991,128.981,4,0.423
39,Post Malone,rockstar (feat. 21 Savage),0e7ipj03S05BNilyu5bRzt,91,0.117,0.587,218147,0.535,6.56e-05,5,0.131,-6.09,0,0.0898,159.847,4,0.14
40,Cardi B,Money,2GGMabyHXnJmjY6CXhhB2e,87,0.00534,0.95,183527,0.59,0.0,8,0.11,-6.508,0,0.29,130.003,4,0.219
41,Travis Scott,STARGAZING,7wBJfHzpfI3032CSD7CE2m,87,0.00947,0.487,270715,0.789,4.05e-06,8,0.189,-3.69,1,0.044,150.007,4,0.0564
42,Drake,God's Plan,6DCZcSspjsKoFjzjrWoCdn,90,0.0332,0.754,198973,0.449,8.29e-05,7,0.552,-9.211,1,0.109,77.169,4,0.357
43,Ariana Grande,God is a woman,5OCJzvD7sykQEKHH7qAC3C,91,0.0233,0.602,197547,0.658,6e-05,1,0.237,-5.934,1,0.0558,145.031,4,0.268
44,LAY,NAMANANA,5SCE6bkrXysjBSShvhOkAa,83,0.00688,0.796,208887,0.86,0.0,10,0.346,-4.858,0,0.0982,110.016,4,0.816
45,Lil Wayne,Uproar,3wScL5W8H40zzCKN0atfBk,85,0.0595,0.743,194184,0.87,0.0,1,0.299,-2.188,1,0.212,99.075,4,0.884
46,Billie Eilish,lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,89,0.934,0.351,200186,0.296,0.0,4,0.095,-10.109,0,0.0333,115.284,4,0.12
47,Lil Mosey,Noticed,6JQvHMSaR8flFsN53ypOfP,86,0.462,0.699,165000,0.558,0.0,11,0.116,-7.622,1,0.0603,79.992,4,0.493
48,Bazzi,Beautiful (feat. Camila Cabello),4VUwkH455At9kENOfzTqmF,91,0.346,0.638,180000,0.717,0.0,2,0.105,-4.722,1,0.0337,100.027,4,0.249
49,Lil Baby,Drip Too Hard (Lil Baby & Gunna),78QR3Wp35dqAhFEc2qAGjE,85,0.103,0.896,145543,0.671,0.0,1,0.552,-6.977,0,0.289,112.502,4,0.358
50,BlocBoy JB,Look Alive (feat. Drake),4qKcDkK6siZ7Jp1Jb4m0aL,86,0.00104,0.922,181263,0.581,5.86e-05,10,0.105,-7.495,1,0.27,140.022,4,0.595
51,Ariana Grande,no tears left to cry,2qT1uLXPVPzGgFOx4jtEuo,90,0.04,0.699,205920,0.713,3.11e-06,9,0.294,-5.507,0,0.0594,121.993,4,0.354
52,Metro Boomin,10 Freaky Girls (with 21 Savage),43lYaovU2FoeuBMNusVVVW,85,0.588,0.81,208293,0.353,0.0,6,0.102,-9.931,0,0.31,88.031,4,0.0727
53,Drake,Nice For What,3CA9pLiwRIGtUBiMjbZmRw,87,0.0891,0.586,210747,0.909,0.000109,8,0.119,-6.474,1,0.0705,93.394,4,0.757
54,Khalid,Better,6zeeWid2sgw4lap2jV61PZ,84,0.0765,0.596,229320,0.552,0.334,0,0.104,-10.278,0,0.097,97.949,4,0.112
55,Quavo,WORKIN ME,33tNYw9oMtSkGe27NpgS64,84,0.182,0.79,169620,0.629,7.06e-06,8,0.338,-4.055,1,0.142,170.023,4,0.267
56,Lil Wayne,Don't Cry (feat. XXXTENTACION),5BQrp63SHCVf4bzCzJePne,84,0.409,0.585,249450,0.709,0.0,8,0.183,-6.072,1,0.319,111.913,4,0.21
57,Khalid,Love Lies (with Normani),45Egmo7icyopuzJN0oMEdk,87,0.0956,0.708,201707,0.648,0.0,6,0.134,-5.626,1,0.0449,143.955,4,0.338
58,Juice WRLD,Armed And Dangerous,6SAKXCj5jyF6IgPCPbZ5ra,82,0.186,0.736,169999,0.67,0.0,10,0.114,-6.702,1,0.311,130.032,4,0.845
59,XXXTENTACION,Hope,2ZRo7axmMPeSVUvDbGkJah,85,0.661,0.592,110886,0.457,0.000331,9,0.146,-6.081,0,0.0603,146.04,4,0.225
60,Ella Mai,Trip,6CTWathupIiDs7U4InHnDA,85,0.225,0.477,213993,0.61,0.0,11,0.107,-5.628,0,0.144,79.882,4,0.358
61,Dean Lewis,Be Alright,3EPXxR3ImUwfayaurPi3cm,94,0.697,0.553,196373,0.586,0.0,11,0.0813,-6.319,1,0.0362,126.684,4,0.443
62,Metro Boomin,Don't Come Out The House (with 21 Savage),1m6lqaLvUTxPjOo98fJH8U,83,0.00661,0.87,168347,0.35,0.000483,1,0.108,-6.082,1,0.277,74.963,4,0.175
63,Eminem,Killshot,1jo3TwNGCXfNdB5uba3ZVv,87,0.0989,0.892,253580,0.651,0.0,0,0.371,-8.645,0,0.378,105.814,4,0.599
64,Steve Aoki,Waste It On Me (feat. BTS),2r1T6xGTVaNAqBoPH4lZEE,88,0.252,0.669,192537,0.684,0.0,7,0.72,-4.595,1,0.0585,96.097,4,0.466
65,XXXTENTACION,the remedy for a broken heart (why am I so in love),4UKCKdYiLN6IMA5ZESUTL7,86,0.779,0.699,160184,0.304,0.000993,1,0.137,-11.192,1,0.0993,119.705,4,0.271
66,Metro Boomin,Space Cadet (feat. Gunna),5gub2bpJRgJP4m4MliqtdV,83,0.368,0.901,203267,0.464,1.71e-05,5,0.238,-9.789,0,0.0645,109.004,4,0.638
67,Rich The Kid,Plug Walk,1ZAyjvIk9YiD76yYy0TEG6,84,0.202,0.876,175230,0.519,0.0,11,0.108,-6.531,1,0.143,94.981,4,0.158
68,Ava Max,Sweet but Psycho,25sgk305KZfyuqVBQIahim,92,0.0691,0.719,187436,0.704,0.0,1,0.166,-4.724,1,0.0476,133.002,4,0.628
69,Future,Hard Work Pays Off,6gzIcEUuswJQGfJNPYMjjv,83,0.327,0.736,224507,0.482,0.0,4,0.229,-8.242,1,0.196,140.064,4,0.608
70,Lil Wayne,Let It Fly (feat. Travis Scott),0CBQ0m3mufWH75LTYB3s6h,83,0.0414,0.902,186872,0.819,0.0,1,0.106,-3.321,1,0.317,89.0,4,0.746
71,A$AP Rocky,Praise The Lord (Da Shine),7ycWLEP1GsNjVvcjawXz3z,87,0.0609,0.85,205040,0.569,0.0816,5,0.1,-8.152,0,0.136,80.02,4,0.294
72,Mac Miller,Self Care,5bJ1DrEM4hNCafcDd1oxHx,84,0.367,0.52,345133,0.538,0.00187,1,0.119,-8.109,1,0.206,141.894,4,0.177
73,Lady Gaga,Shallow - Radio Edit,6QfS2wq5sSC1xAJCQsTSlj,89,0.416,0.575,217213,0.33,0.0,7,0.0872,-6.557,1,0.031,95.801,4,0.277
74,Maroon 5,Girls Like You (feat. Cardi B),6FRLCMO5TUHTexlWo8ym1W,91,0.568,0.851,235545,0.541,0.0,0,0.13,-6.825,1,0.0505,124.959,4,0.448
75,DJ Khaled,No Brainer,5WvAo7DNuPRmk4APhdPzi8,89,0.0733,0.552,260000,0.76,0.0,0,0.0865,-4.706,1,0.342,135.702,5,0.639
76,Young Thug,Sin (feat. Jaden Smith),1Jl21sidRpEdlVBvYbssLx,83,0.00544,0.889,202533,0.385,0.0,11,0.274,-11.767,0,0.165,125.995,4,0.235
77,Dua Lipa,Kiss and Make Up,7jr3iPu4O4bTCVwLMbdU2i,91,0.0658,0.678,189173,0.729,0.0,8,0.303,-4.188,1,0.137,99.895,4,0.643
78,Little Mix,Woman Like Me (feat. Nicki Minaj),6rrTr2HEAzlpC4KWZxF3S1,91,0.173,0.757,228207,0.849,0.0,5,0.0878,-3.424,0,0.0536,150.036,4,0.826
79,Khalid,OTW,6Hgh47WXVKtXN5zGOu0hjI,85,0.183,0.652,263014,0.678,3.26e-05,2,0.106,-6.183,1,0.0541,72.989,4,0.28
80,Juice WRLD,Legends,1Knctxx9vGZxpZfF66BIEa,83,0.115,0.594,191840,0.798,0.0,4,0.143,-5.244,1,0.0844,142.049,4,0.381
81,Khalid,Suncity (feat. Empress Of),6SkHm6poyKfzV6kc9any8k,86,0.0998,0.694,189493,0.63,0.000635,7,0.12,-6.84,0,0.162,90.045,4,0.341
82,Calvin Harris,Promises (with Sam Smith),5N5k9nd479b1xpDZ4usjrg,95,0.0119,0.781,213309,0.768,4.91e-06,11,0.325,-5.991,1,0.0394,123.07,4,0.486
83,Bazzi,Mine,7uzmGiiJyRfuViKKK3lVmR,85,0.0161,0.71,131064,0.789,2.77e-06,4,0.451,-3.874,1,0.0722,142.929,4,0.717
84,Trippie Redd,Shake It Up,6yz0Jndhv0QjKdpcEMbOjz,82,0.128,0.776,116681,0.608,0.0,10,0.0932,-6.478,0,0.104,156.025,4,0.402
85,Eminem,The Ringer,2jt2WxXMCD4zjACthkJQVE,86,0.0311,0.939,337941,0.551,0.0,1,0.192,-9.126,1,0.291,118.552,4,0.42
86,5 Seconds of Summer,Youngblood,55S2PQgSMYAhgoTCcGCDfw,87,0.0169,0.596,203418,0.854,0.0,7,0.124,-5.114,0,0.463,120.274,4,0.152
87,Wiz Khalifa,Hopeless Romantic (feat. Swae Lee),7IBSffWIu7P2MC7kMwy2FM,81,0.307,0.877,226743,0.477,0.0,9,0.0929,-7.379,0,0.0587,127.023,4,0.552
88,Famous Dex,JAPAN,5PTG6rrL6EPFD9E2QMI2pl,82,0.121,0.733,142000,0.678,0.0,6,0.344,-7.771,1,0.438,175.985,4,0.841
89,Zedd,The Middle,09IStsImFySgyp0pIQdqAc,88,0.171,0.753,184732,0.657,0.0,7,0.112,-3.061,1,0.0449,107.01,4,0.437
90,Trippie Redd,1400 / 999 Freestyle,75lcPkAkUsKWHGBlGM476R,78,0.0079,0.825,175954,0.572,0.0,6,0.113,-6.067,0,0.0864,141.991,4,0.568
91,Drake,Mob Ties,7rC5Pl8rQSX4myONQHYPBK,83,0.0456,0.755,205147,0.575,0.00124,4,0.276,-8.393,0,0.0678,85.987,4,0.49
92,Tiësto,Jackie Chan,4kWO6O1BUXcZmaxitpVUwp,89,0.374,0.747,215760,0.834,0.0,3,0.0586,-2.867,0,0.045,128.005,4,0.687
93,Rita Ora,Let You Love Me,6xtcFXSo8H9BZN637BMVKS,91,0.288,0.531,190000,0.854,0.0,10,0.0773,-3.149,1,0.198,94.419,4,0.456
94,Juice WRLD,Black & White,1R0Ig5KYrSGWvIoPzY4T3l,82,0.0802,0.776,186945,0.736,0.0,7,0.159,-4.612,1,0.247,147.946,4,0.233
95,Travis Scott,BUTTERFLY EFFECT,2cYqizR4lgvp4Qu6IQ3qGN,84,0.0531,0.763,190557,0.628,0.0,11,0.114,-5.85,1,0.05,140.958,4,0.193
96,Post Malone,Candy Paint,32lItqlMi4LBhb4k0BaSaC,83,0.627,0.67,227533,0.654,1.02e-06,4,0.071,-5.944,1,0.153,180.024,4,0.438
97,Quavo,PASS OUT (feat. 21 Savage),3edzl4zvKFi0D3iuF6cs2f,83,0.0403,0.917,224903,0.786,0.0,11,0.195,-4.921,0,0.208,143.038,4,0.441
98,Metro Boomin,Overdue (with Travis Scott),2mYDDUkBcgFNBqkWctyyuc,81,0.733,0.638,166093,0.4,0.000133,11,0.334,-11.212,0,0.0425,150.133,4,0.495
99,Lauv,There's No Way (feat. Julia Michaels),2hnxrRNzF74mdDzpQZQukQ,88,0.49,0.755,174861,0.625,0.0,2,0.157,-7.114,1,0.0896,147.02,4,0.374
100,YNW Melly,Murder On My Mind,7eBqSVxrzQZtK2mmgRG6lC,80,0.145,0.759,268434,0.73,3.06e-06,0,0.11,-7.985,0,0.0516,115.007,4,0.74
101,Lil Wayne,Dedicate,0Y7di9ZCmB6Elad5WISaPc,81,0.033,0.879,189909,0.662,0.0,2,0.716,-6.162,1,0.309,117.975,4,0.723
102,Zara Larsson,Ruin My Life,5tAa8Uaqr4VvA3693mbIhU,88,0.423,0.665,190932,0.699,0.0,11,0.0969,-5.265,1,0.0578,124.896,4,0.585
103,Migos,Walk It Talk It,6n4U3TlzUGhdSFbUUhTvLP,84,0.0739,0.909,276147,0.628,0.0,2,0.108,-5.456,1,0.201,145.905,4,0.406
104,Trippie Redd,Taking A Walk,4mHgYpuGHu99Mw69E83CP2,81,0.68,0.767,121680,0.538,0.0,0,0.192,-6.044,0,0.052,81.031,4,0.343
105,Drake,I'm Upset,3qN5qMTKyEEmiTZD38BNTT,82,0.279,0.899,214467,0.586,0.0,11,0.0836,-7.866,0,0.344,150.001,4,0.492
106,Khalid,Saturday Nights,7vGGAJBkHKxKtOnGjQduDV,83,0.635,0.54,209547,0.439,1.93e-05,10,0.0993,-8.591,1,0.115,167.908,4,0.371
107,Metro Boomin,"No More (feat. Travis Scott, Kodak Black & 21 Savage)",1HLL8X0LH20F6Z9SLXLIjr,80,0.413,0.636,265120,0.501,0.0,11,0.339,-7.26,0,0.329,82.309,4,0.196
108,Post Malone,Ball For Me (feat. Nicki Minaj),6IaieqiCVvsNvEt6Y7yOFa,83,0.493,0.792,206267,0.56,0.0,9,0.0849,-4.125,1,0.225,134.044,4,0.505
109,Young Thug,Chanel (Go Get It) [feat. Gunna & Lil Baby],0kCBorRrKZkSztd9m0QI3r,81,0.00183,0.938,201707,0.5,0.0,4,0.077,-10.08,0,0.144,140.011,4,0.462
110,6ix9ine,BEBE,7ATATJztoWLcqDAcVVof0C,92,0.172,0.635,217822,0.902,0.0,0,0.125,-3.559,1,0.109,102.063,4,0.286
111,Juice WRLD,Wasted (feat. Lil Uzi Vert),3VFZTYhwAsxTDTiHlm3n1k,81,0.0381,0.742,258475,0.579,0.0,0,0.0952,-5.024,1,0.202,144.994,4,0.502
112,Silk City,Electricity (with Dua Lipa),5N4erncE7kuUccm7zEmwzk,91,0.0104,0.588,238173,0.67,3.33e-06,0,0.338,-6.439,1,0.0473,118.159,4,0.505
113,Metro Boomin,Dreamcatcher (feat. Swae Lee & Travis Scott),6osMzmRHCVETbZMHceLRmh,80,0.191,0.675,211920,0.23,0.0,1,0.104,-10.363,0,0.204,173.962,4,0.101
114,Trippie Redd,Love Scars 3,0AcicReEGm1qcENjqzh1Tg,76,0.136,0.544,129429,0.524,0.0,8,0.106,-7.914,1,0.0621,81.982,4,0.117
115,Ellie Goulding,Close To Me (with Diplo) (feat. Swae Lee),5JEx7HbmvHQQswJCsoo9rA,86,0.0969,0.574,182623,0.758,0.0,1,0.395,-5.029,0,0.0621,144.111,4,0.492
116,Eminem,Venom - Music From The Motion Picture,2SL6oP2YAEQbqsrkOzRGO4,87,0.0193,0.749,269554,0.794,0.0,0,0.543,-5.063,1,0.064,135.959,4,0.46
117,Luke Combs,Beautiful Crazy,2rxQMGVafnNaRaXlRMWPde,80,0.676,0.552,193200,0.402,0.0,11,0.0928,-7.431,1,0.0262,103.313,4,0.382
118,Playboi Carti,Shoota (feat. Lil Uzi Vert),2BJSMvOGABRxokHKB0OI8i,80,0.191,0.674,153800,0.649,0.0,1,0.122,-8.433,0,0.199,153.069,4,0.48
119,Lil Baby,Life Goes On,2bSk87AVkCIIC3Bcligq1z,80,0.0021,0.716,247055,0.541,0.0,1,0.115,-7.909,1,0.149,139.978,4,0.387
120,Camila Cabello,Havana,1rfofaqEpACxVEHIZBJe6W,88,0.184,0.765,217307,0.523,3.56e-05,2,0.132,-4.333,1,0.03,104.988,4,0.394
121,Lil Wayne,Can't Be Broken,5cGpjfgAvidLy6znwkCxkP,80,0.121,0.578,193243,0.577,0.0,2,0.086,-5.997,0,0.202,99.288,5,0.154
122,Tyga,SWISH,55GiOwtxNajXVbpjjIzMnD,85,0.0831,0.884,194936,0.541,0.0,11,0.118,-5.608,1,0.221,105.009,4,0.274
123,Rae Sremmurd,Powerglide (feat. Juicy J) - From SR3MM,1BuZAIO8WZpavWVbbq3Lci,81,0.0168,0.713,332301,0.831,0.0,1,0.118,-4.75,0,0.15,173.948,4,0.584
124,Bebe Rexha,I'm a Mess,04ZTP5KsCypmtCmQg5tH9R,86,0.00281,0.63,195519,0.694,0.0,11,0.0719,-6.257,0,0.0253,97.005,4,0.216
125,Trippie Redd,Toxic Waste,1SxagO9GK0UUeEYLmH8Pln,75,0.0555,0.728,173129,0.517,1.95e-06,8,0.107,-11.404,1,0.0629,111.974,4,0.379
126,Florida Georgia Line,Simple,1co0puPTYvqAdUEjFOjne9,80,0.0848,0.375,185200,0.889,0.0,3,0.136,-3.704,1,0.0991,199.669,4,0.881
127,Lil Mosey,Kamikaze,1iPBD72u3nAyFEeardYuBV,81,0.301,0.792,139200,0.571,0.0,8,0.1,-7.539,0,0.094,99.999,4,0.556
128,NAV,Champion (feat. Travis Scott),6nO3tr47nr2P7f3hXb8JIo,81,0.381,0.642,195053,0.782,0.0,5,0.108,-3.395,0,0.0477,162.005,4,0.396
129,Post Malone,Stay,4H7WNRErSbONkM06blBoGc,82,0.414,0.479,204427,0.468,0.0,5,0.148,-5.396,1,0.0274,85.913,4,0.35
130,Billie Eilish,you should see me in a crown,6vsV4D8BM6PioRr1UOx0n2,83,0.479,0.697,180567,0.552,0.127,1,0.147,-10.271,0,0.196,75.235,4,0.278
131,XXXTENTACION,NUMB,01TnVDiet1DFTsyWKUKovl,82,0.1,0.414,186268,0.416,0.179,11,0.131,-8.024,0,0.0251,159.91,4,0.196
132,Trippie Redd,Negative Energy,0ZPCxNK4DIrF8KqrN3DxfA,75,0.413,0.659,178286,0.672,0.0,9,0.125,-7.442,1,0.264,139.868,4,0.452
133,Eminem,Not Alike (feat. Royce Da 5'9),28FGV3ORH14MYORd7s5dlU,84,0.0692,0.904,288087,0.756,0.0,10,0.339,-3.746,1,0.32,140.005,4,0.342
134,Migos,Stir Fry,2UVbBKQOdFAekPTRsnkzcf,81,0.00299,0.815,190288,0.816,0.0,2,0.159,-5.474,1,0.269,181.967,4,0.498
135,Lauren Daigle,You Say,3ngc7rGlfeFaskU90EWl4R,83,0.669,0.494,274693,0.637,0.0,5,0.0882,-6.381,1,0.0333,147.924,4,0.1
136,Eminem,Fall,58QhkbaAkLFnn7JwAnAato,85,0.227,0.83,262494,0.546,0.0,1,0.112,-5.716,1,0.295,182.973,4,0.535
137,Drake,Don’t Matter To Me (with Michael Jackson),6G8kHiVZ1jW7vHMPVRNZU0,85,0.493,0.826,245787,0.318,0.0131,10,0.11,-12.391,1,0.0574,103.002,4,0.138
138,Trippie Redd,Topanga,5aXgz1oKK8Q9z9xvTmSnrO,75,0.00587,0.755,215364,0.615,1.75e-06,4,0.109,-8.245,1,0.0454,105.955,4,0.039
139,Lil Yachty,Get Dripped (feat. Playboi Carti),3m2aDCqn8eT5ElXDUiboGU,80,0.105,0.95,158769,0.489,0.0,8,0.411,-8.411,1,0.462,130.021,4,0.919
140,Ariana Grande,sweetener,70khXICDeTTxgYtw3EysKH,82,0.248,0.721,208493,0.459,0.0,4,0.212,-6.408,1,0.032,119.914,4,0.46
141,Dan + Shay,Speechless,7q7jyVU0f0hnod8tsaUmxg,79,0.328,0.631,212745,0.44,0.0,1,0.239,-5.948,1,0.028,136.033,4,0.418
142,Social House,Magic In The Hamptons (feat. Lil Yachty),2Yer0p7uB2lVBUAtANuuQp,80,0.66,0.769,164640,0.479,0.0,1,0.0914,-5.339,1,0.0385,96.051,4,0.803
143,Trippie Redd,Can't Love,2dKtWPLZvbCzwLRliNn8UI,74,0.00244,0.842,169412,0.567,1.89e-05,4,0.168,-6.504,0,0.0525,135.991,4,0.256
144,Trippie Redd,I Tried Loving,7uenITonAmg7wXmFd3kkms,73,0.181,0.624,193510,0.686,0.0,1,0.19,-4.809,0,0.0436,160.076,4,0.223
145,Kodak Black,"If I'm Lyin, I'm Flyin",2uMTscYuCT3BZ0OCzH3MwN,80,0.1,0.715,130929,0.617,3.62e-06,11,0.186,-5.558,0,0.242,176.108,4,0.289
146,Kygo,Happy Now (feat. Sandro Cavazza),14sOS5L36385FJ3OL8hew4,86,0.374,0.693,211362,0.575,0.0,9,0.252,-6.998,1,0.0801,117.999,4,0.492
147,Lady Gaga,Always Remember Us This Way,2rbDhOo9Fh61Bbu23T2qCk,86,0.299,0.553,210200,0.502,0.0,0,0.764,-5.972,1,0.0409,129.976,4,0.296
148,Travis Scott,CAN'T SAY,27a1mYSG5tYg7dmEjWBcmL,80,0.201,0.702,198408,0.708,0.0,10,0.118,-5.366,0,0.0547,147.98,4,0.713
149,Trippie Redd,Loyalty Before Royalty,284fVGdbsPtigjjI0jmKXo,73,0.00212,0.808,142649,0.701,2.1e-05,2,0.126,-4.837,0,0.0984,158.068,4,0.154
150,Trippie Redd,Fire Starter,2lvOt6VAufWlstrqutilVb,73,0.0023,0.51,157500,0.707,0.0,3,0.436,-4.913,0,0.0675,147.853,4,0.318
151,Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,4hQ6UGyWQIGJmHSo0J88JW,86,0.0945,0.601,207905,0.724,1.68e-06,6,0.12,-4.856,1,0.0486,102.061,4,0.508
